,xk,wk,uk,xkp1,wkp1,fL_k,fU_k,gL_k,gU_k,fBL_k,fBU_k
9660,[0.5916601],[-3.47854922],[3.53477698],[0.52208912],[-3.12595265],[-3.99220417],[-1.96840365],[0.01632653],[0.048],[-5.48020417],[-2.50420417]
9661,[1.43133283],[-1.85211702],[22.07615845],[1.39429049],[-1.46963633],[-2.13962344],[-1.00684813],[0.01632653],[0.048],[-3.62762344],[-0.65162344]
9662,[2.94629954],[-4.13482822],[27.2230204],[2.86360298],[-3.05756455],[-4.75953337],[-2.29819509],[0.01632653],[0.048],[-6.24753337],[-3.27153337]
9663,[-3.23516546],[3.84859787],[-27.43630848],[-3.1581935],[2.78575341],[3.31966458],[5.40366174],[0.01632653],[0.048],[1.83166458],[4.80766458]
9664,[4.56205026],[4.78585974],[-24.11619079],[4.65776746],[3.73921592],[4.16015488],[6.62543203],[0.01632653],[0.048],[2.67215488],[5.64815488]
9665,[-1.2739102],[-4.98948032],[-3.99080328],[-1.3736998],[-4.10025081],[-5.68931038],[-2.93197994],[0.01632653],[0.048],[-7.17731038],[-4.20131038]
9666,[3.88718388],[-2.05681304],[11.84558206],[3.84604762],[-1.54646595],[-2.09071823],[-1.95713176],[0.01632653],[0.048],[-3.57871823],[-0.60271823]
9667,[-3.04759251],[-1.97672009],[-14.37426475],[-3.08712691],[-2.13123451],[-2.09798667],[-1.62019634],[0.01632653],[0.048],[-3.58598667],[-0.60998667]
9668,[-1.80415707],[-0.73239642],[-21.31448139],[-1.818805],[-0.97563474],[-0.58926217],[-1.15321111],[0.01632653],[0.048],[-2.07726217],[0.89873783]
9669,[-4.60783657],[-3.30062525],[19.60036374],[-4.67384908],[-2.73196123],[-3.8462844],[-1.69638735],[0.01632653],[0.048],[-5.3342844],[-2.3582844]
9670,[4.79042387],[1.43717863],[-12.88127176],[4.81916744],[1.29060636],[1.5316276],[1.15949864],[0.01632653],[0.048],[0.0436276],[3.0196276]
9671,[2.98744316],[-0.90533527],[25.96345176],[2.96933645],[-0.3654907],[-0.96179024],[-0.73935766],[0.01632653],[0.048],[-2.44979024],[0.52620976]
9672,[0.08318229],[-1.43080629],[-19.43952798],[0.05456616],[-1.78796235],[-1.51772967],[-1.17525156],[0.01632653],[0.048],[-3.00572967],[-0.02972967]
9673,[2.59949339],[-3.17637317],[-10.55142238],[2.53596593],[-3.16906198],[-3.61362268],[-1.8908596],[0.01632653],[0.048],[-5.10162268],[-2.12562268]
9674,[3.19651949],[-0.94022136],[-7.32117929],[3.17771507],[-1.05167176],[-0.96377209],[-0.87098221],[0.01632653],[0.048],[-2.45177209],[0.52422791]
9675,[3.07931181],[1.64922602],[-16.91624651],[3.11229633],[1.19652206],[1.5426117],[1.96267212],[0.01632653],[0.048],[0.0546117],[3.0306117]
9676,[3.67440295],[3.76750644],[-8.13981937],[3.74975308],[3.23897804],[3.3612183],[4.9619936],[0.01632653],[0.048],[1.8732183],[4.8492183]
9677,[0.25772162],[4.69315929],[-4.21114086],[0.35158481],[3.85796373],[3.88819826],[7.05974472],[0.01632653],[0.048],[2.40019826],[5.37619826]
9678,[-4.51881389],[-4.57402361],[29.88629355],[-4.61029436],[-3.46904364],[-5.46332061],[-1.95949042],[0.01632653],[0.048],[-6.95132061],[-3.97532061]
9679,[-2.74079059],[2.13548804],[-26.15493518],[-2.69808083],[1.5169867],[2.04163243],[2.41142353],[0.01632653],[0.048],[0.55363243],[3.52963243]
9680,[3.36814964],[1.63178357],[-17.86874625],[3.40078531],[1.21497174],[1.57548391],[1.79730458],[0.01632653],[0.048],[0.08748391],[3.06348391]
9681,[-3.87863248],[0.16156124],[3.1783051],[-3.87540126],[0.09896878],[0.04509161],[0.50398194],[0.01632653],[0.048],[-1.44290839],[1.53309161]
9682,[2.54775991],[4.72594311],[-23.73141438],[2.64227877],[3.41332637],[3.85899115],[7.27478185],[0.01632653],[0.048],[2.37099115],[5.34699115]
9683,[1.51570605],[-0.06852894],[-2.55810148],[1.51433547],[-0.30909061],[-0.23926061],[0.43342216],[0.01632653],[0.048],[-1.72726061],[1.24873939]
9684,[3.66645936],[-1.45950575],[-4.1074988],[3.63726924],[-1.38096718],[-1.45084685],[-1.48496292],[0.01632653],[0.048],[-2.93884685],[0.03715315]
9685,[-0.00795263],[-0.07289989],[22.5478753],[-0.00941062],[0.39547824],[-0.07405412],[-0.06950643],[0.01632653],[0.048],[-1.56205412],[1.41394588]
9686,[0.90021763],[0.81268609],[28.01504257],[0.91647135],[1.22895883],[0.6555703],[1.27460649],[0.01632653],[0.048],[-0.8324297],[2.1435703]
9687,[4.76923591],[3.71571953],[-3.00989283],[4.8435503],[3.4004919],[3.40544217],[4.62793496],[0.01632653],[0.048],[1.91744217],[4.89344217]
9688,[0.95570052],[-3.60353168],[28.467359],[0.88362989],[-2.75199194],[-4.19135781],[-1.87532286],[0.01632653],[0.048],[-5.67935781],[-2.70335781]
9689,[-4.55685437],[0.97779746],[-15.80955191],[-4.53729842],[0.43265724],[0.77602945],[1.57099543],[0.01632653],[0.048],[-0.71197055],[2.26402945]
9690,[1.82569107],[-1.73448719],[-24.62651758],[1.79100132],[-2.33192387],[-2.0036334],[-0.94319733],[0.01632653],[0.048],[-3.4916334],[-0.5156334]
9691,[-0.43178212],[2.13396901],[24.65371612],[-0.38910274],[2.58243281],[2.04511162],[2.39520975],[0.01632653],[0.048],[0.55711162],[3.53311162]
9692,[0.97924882],[0.16624398],[17.50544242],[0.9825737],[0.37513667],[0.02309957],[0.58708856],[0.01632653],[0.048],[-1.46490043],[1.51109957]
9693,[0.45804066],[0.44641191],[19.18506211],[0.4669689],[0.75837314],[0.36271168],[0.69249058],[0.01632653],[0.048],[-1.12528832],[1.85071168]
9694,[1.5127705],[2.28002368],[-7.84279685],[1.55837098],[1.76396412],[1.93017799],[3.30857002],[0.01632653],[0.048],[0.44217799],[3.41817799]
9695,[4.36737055],[-4.79478242],[2.43192709],[4.2714749],[-3.83399063],[-5.43146569],[-2.92293362],[0.01632653],[0.048],[-6.91946569],[-3.94346569]
9696,[-1.99726517],[0.63016126],[6.72056883],[-1.98466195],[0.92717225],[0.76757437],[0.22616673],[0.01632653],[0.048],[-0.72042563],[2.25557437]
9697,[-0.87488091],[4.7283635],[18.67128273],[-0.78031364],[4.54972006],[4.08424222],[6.62208005],[0.01632653],[0.048],[2.59624222],[5.57224222]
9698,[-1.39634805],[2.15318193],[4.65211483],[-1.35328441],[2.28740088],[2.15691863],[2.14219603],[0.01632653],[0.048],[0.66891863],[3.64491863]
9699,[1.08654721],[1.25289219],[20.56447193],[1.11160505],[1.46574299],[1.04729929],[1.85733533],[0.01632653],[0.048],[-0.44070071],[2.53529929]
9700,[-3.55799997],[-3.03319525],[7.32946261],[-3.61866387],[-2.66115996],[-3.4209971],[-1.89305783],[0.01632653],[0.048],[-4.9089971],[-1.9329971]
9701,[-1.37868674],[-0.02415572],[-23.52421015],[-1.37916986],[-0.32982356],[0.13892734],[-0.5036199],[0.01632653],[0.048],[-1.34907266],[1.62692734]
9702,[-1.34006906],[-0.96384808],[11.77609263],[-1.35934602],[-0.50711133],[-0.83415306],[-1.34515142],[0.01632653],[0.048],[-2.32215306],[0.65384694]
9703,[0.90118127],[-3.20641815],[7.13747592],[0.83705291],[-2.87882135],[-3.69546504],[-1.76862027],[0.01632653],[0.048],[-5.18346504],[-2.20746504]
9704,[-0.13499862],[-0.99455004],[8.43863434],[-0.15488962],[-0.7645704],[-1.00829743],[-0.95413271],[0.01632653],[0.048],[-2.49629743],[0.47970257]
9705,[-0.86432793],[4.8174188],[22.55575043],[-0.76797956],[4.69123628],[4.14282903],[6.80071273],[0.01632653],[0.048],[2.65482903],[5.63082903]
9706,[3.50544877],[-0.83932015],[-5.37943071],[3.48866237],[-0.85977178],[-0.80595803],[-0.93740481],[0.01632653],[0.048],[-2.29395803],[0.68204197]
9707,[-3.20994718],[4.54502803],[-2.70136576],[-3.11904662],[3.81517658],[3.81870814],[6.6804085],[0.01632653],[0.048],[2.33070814],[5.30670814]
9708,[-1.47193105],[2.59681998],[6.62926481],[-1.41999465],[2.70675672],[2.52960827],[2.79442239],[0.01632653],[0.048],[1.04160827],[4.01760827]
9709,[-1.96637986],[1.1919415],[25.15909945],[-1.94254103],[1.84231999],[1.29612787],[0.88563357],[0.01632653],[0.048],[-0.19187213],[2.78412787]
9710,[-2.85193933],[2.39067585],[12.70215633],[-2.80412581],[2.52407152],[2.23936592],[2.83552705],[0.01632653],[0.048],[0.75136592],[3.72736592]
9711,[2.77980597],[3.04906006],[29.51590532],[2.84078717],[3.29815146],[2.66644529],[4.17394746],[0.01632653],[0.048],[1.17844529],[4.15444529]
9712,[-0.52760628],[-4.7719012],[-0.97415085],[-0.6230443],[-3.97393689],[-5.47477668],[-2.70544729],[0.01632653],[0.048],[-6.96277668],[-3.98677668]
9713,[-1.89283697],[-2.79377256],[10.27371816],[-1.94871242],[-2.15248641],[-2.90544369],[-2.46545945],[0.01632653],[0.048],[-4.39344369],[-1.41744369]
9714,[1.02340584],[4.33183044],[-28.70647025],[1.11004245],[2.9774881],[3.53840426],[6.6645034],[0.01632653],[0.048],[2.05040426],[5.02640426]
9715,[-0.62982432],[2.06496485],[25.41167594],[-0.58852503],[2.57018983],[2.01483498],[2.21234667],[0.01632653],[0.048],[0.52683498],[3.50283498]
9716,[-0.15797782],[-2.48243608],[-27.93246315],[-0.20762654],[-2.83998035],[-2.67078926],[-1.92867775],[0.01632653],[0.048],[-4.15878926],[-1.18278926]
9717,[0.86643198],[-3.12332436],[-20.84851534],[0.80396549],[-3.39066797],[-3.59051646],[-1.74977958],[0.01632653],[0.048],[-5.07851646],[-2.10251646]
9718,[-3.68961902],[-0.76594493],[21.16345603],[-3.70493792],[-0.40266334],[-0.87628768],[-0.44153724],[0.01632653],[0.048],[-2.36428768],[0.61171232]
9719,[-1.410284],[-1.97135845],[-4.10087802],[-1.44971117],[-1.74795372],[-1.94136383],[-2.05954261],[0.01632653],[0.048],[-3.42936383],[-0.45336383]
9720,[-2.16377911],[-3.97974309],[-14.2793571],[-2.24337397],[-3.61503385],[-4.38859653],[-2.77771397],[0.01632653],[0.048],[-5.87659653],[-2.90059653]
9721,[2.03850381],[-2.10859583],[-10.67015955],[1.9963319],[-2.35527978],[-2.41467841],[-1.20871303],[0.01632653],[0.048],[-3.90267841],[-0.92667841]
9722,[-0.28841224],[-3.59366057],[-23.23310893],[-0.36028545],[-3.61429869],[-3.99347702],[-2.41820022],[0.01632653],[0.048],[-5.48147702],[-2.50547702]
9723,[2.59250598],[1.57648053],[-10.2691702],[2.6240356],[1.18364126],[1.40049923],[2.09386556],[0.01632653],[0.048],[-0.08750077],[2.88849923]
9724,[-1.65529381],[1.58595828],[4.20511167],[-1.62357465],[1.78004363],[1.66480525],[1.35414818],[0.01632653],[0.048],[0.17680525],[3.15280525]
9725,[4.89645395],[1.31221252],[12.58002642],[4.92269821],[1.70396465],[1.41617833],[1.00655305],[0.01632653],[0.048],[-0.07182167],[2.90417833]
9726,[-0.90920833],[1.95185451],[27.01354433],[-0.87017123],[2.54195668],[1.95110096],[1.95406996],[0.01632653],[0.048],[0.46310096],[3.43910096]
9727,[4.46649888],[0.82659437],[-20.17943449],[4.48303077],[0.56640136],[0.96416231],[0.42214461],[0.01632653],[0.048],[-0.52383769],[2.45216231]
9728,[0.56887956],[-0.84828789],[23.2001922],[0.55191381],[-0.44576795],[-0.96619541],[-0.5016398],[0.01632653],[0.048],[-2.45419541],[0.52180459]
9729,[3.63106428],[-2.19379803],[7.80466225],[3.58718831],[-1.78768474],[-2.28287908],[-1.93189972],[0.01632653],[0.048],[-3.77087908],[-0.79487908]
9730,[-4.25299785],[-0.68952707],[13.85751819],[-4.26678839],[-0.55319671],[-0.85928016],[-0.19045299],[0.01632653],[0.048],[-2.34728016],[0.62871984]
9731,[-2.90871526],[-4.99592315],[-18.1441555],[-3.00863372],[-4.53220758],[-5.8202249],[-2.57247599],[0.01632653],[0.048],[-7.3082249],[-4.3322249]
9732,[3.66814704],[1.76426444],[-9.5733546],[3.70343233],[1.55811179],[1.73928248],[1.83771142],[0.01632653],[0.048],[0.25128248],[3.22728248]
9733,[0.2790429],[3.90580237],[-9.69387649],[0.35715895],[3.16847538],[3.33089964],[5.59601637],[0.01632653],[0.048],[1.84289964],[4.81889964]
9734,[0.00218753],[-3.83329329],[-27.44056397],[-0.07447834],[-3.93861877],[-4.34279477],[-2.33535895],[0.01632653],[0.048],[-5.83079477],[-2.85479477]
9735,[-1.00210742],[0.46019935],[19.03310552],[-0.99290343],[1.00882803],[0.59257503],[0.07101486],[0.01632653],[0.048],[-0.89542497],[2.08057503]
9736,[-1.9357624],[-4.10803737],[-17.95560941],[-2.01792315],[-3.76754505],[-4.53500953],[-2.85273921],[0.01632653],[0.048],[-6.02300953],[-3.04700953]
9737,[-1.19807328],[-0.83725723],[0.66221203],[-1.21481842],[-0.62724655],[-0.7068028],[-1.22079324],[0.01632653],[0.048],[-2.1948028],[0.7811972]
9738,[-2.65686191],[3.66693326],[24.89563757],[-2.58352325],[3.84160362],[3.2793593],[4.80640069],[0.01632653],[0.048],[1.7913593],[4.7673593]
9739,[2.93711706],[-0.49736261],[14.71875608],[2.9271698],[-0.21901627],[-0.54242324],[-0.36488434],[0.01632653],[0.048],[-2.03042324],[0.94557676]
9740,[-3.22531785],[-1.73531133],[2.51433802],[-3.26002407],[-1.60032581],[-1.85557903],[-1.38172432],[0.01632653],[0.048],[-3.34357903],[-0.36757903]
9741,[0.53186674],[-3.07344551],[26.89304929],[0.47039783],[-2.31006746],[-3.48702577],[-1.85751953],[0.01632653],[0.048],[-4.97502577],[-1.99902577]
9742,[-2.39271598],[-1.00345882],[28.82264787],[-2.41278516],[-0.24220863],[-0.92577302],[-1.23185506],[0.01632653],[0.048],[-2.41377302],[0.56222698]
9743,[-1.8533764],[3.11644111],[27.70592786],[-1.79104757],[3.56281994],[2.94097311],[3.63231705],[0.01632653],[0.048],[1.45297311],[4.42897311]
9744,[-0.73918266],[-1.57565534],[29.85227338],[-0.77069576],[-0.75079986],[-1.55007252],[-1.65086885],[0.01632653],[0.048],[-3.03807252],[-0.06207252]
9745,[3.3881487],[2.80615272],[-8.23413202],[3.44427175],[2.42732279],[2.57336769],[3.49054069],[0.01632653],[0.048],[1.08536769],[4.06136769]
9746,[-3.76730533],[3.8905367],[24.41743045],[-3.68949459],[3.80423667],[3.26745925],[5.72238439],[0.01632653],[0.048],[1.77945925],[4.75545925]
9747,[3.30457047],[1.03069743],[29.13198676],[3.32518442],[1.63101205],[1.01908752],[1.06483057],[0.01632653],[0.048],[-0.46891248],[2.50708752]
9748,[1.55780899],[1.01974602],[-12.16937315],[1.57820391],[0.54582059],[0.81306788],[1.62737975],[0.01632653],[0.048],[-0.67493212],[2.30106788]
9749,[2.63876815],[-0.72014904],[-2.59564922],[2.62436517],[-0.84595179],[-0.82155528],[-0.42201468],[0.01632653],[0.048],[-2.30955528],[0.66644472]
9750,[2.88204642],[-4.58693994],[24.74264946],[2.79030762],[-3.44736949],[-5.35819912],[-2.31943796],[0.01632653],[0.048],[-6.84619912],[-3.87019912]
9751,[3.74850059],[2.13422177],[12.66946187],[3.79118502],[2.35767707],[2.07091443],[2.32034536],[0.01632653],[0.048],[0.58291443],[3.55891443]
9752,[-4.80325753],[-2.050962],[2.64818149],[-4.84427677],[-2.04887285],[-2.3661784],[-1.12422579],[0.01632653],[0.048],[-3.8541784],[-0.8781784]
9753,[-4.25732654],[1.27742783],[-4.03846301],[-4.23177798],[0.97179563],[1.06746772],[1.89471055],[0.01632653],[0.048],[-0.42053228],[2.55546772]
9754,[-4.70841131],[-0.26330431],[-17.6535899],[-4.7136774],[-0.81600832],[-0.43651958],[0.24594858],[0.01632653],[0.048],[-1.92451958],[1.05148042]
9755,[0.61050342],[-3.32726873],[-27.32937899],[0.54395805],[-3.65250706],[-3.80803051],[-1.9138291],[0.01632653],[0.048],[-5.29603051],[-2.32003051]
9756,[2.98133111],[0.76214204],[-11.85269249],[2.99657395],[0.46472965],[0.71290537],[0.90689783],[0.01632653],[0.048],[-0.77509463],[2.20090537]
9757,[-3.61432667],[1.10171729],[-15.77471674],[-3.59229232],[0.64727004],[0.98081291],[1.45717617],[0.01632653],[0.048],[-0.50718709],[2.46881291]
9758,[-2.72495815],[2.75565929],[22.04950611],[-2.66984497],[3.04610104],[2.55962735],[3.3319932],[0.01632653],[0.048],[1.07162735],[4.04762735]
9759,[4.87947754],[0.6918223],[10.77191693],[4.89331398],[1.08610286],[0.83917044],[0.25861877],[0.01632653],[0.048],[-0.64882956],[2.32717044]
9760,[-3.80136397],[-4.01982109],[28.31594232],[-3.88176039],[-3.02876955],[-4.68276631],[-2.07076213],[0.01632653],[0.048],[-6.17076631],[-3.19476631]
9761,[4.5672162],[2.21617813],[28.53208688],[4.61153976],[2.83855781],[2.21120597],[2.23079625],[0.01632653],[0.048],[0.72320597],[3.69920597]
9762,[-3.24811344],[4.439595],[21.21924469],[-3.15932154],[4.23047842],[3.73954141],[6.49775254],[0.01632653],[0.048],[2.25154141],[5.22754141]
9763,[-3.00366071],[-2.95632178],[12.47249121],[-3.06278715],[-2.39008345],[-3.23691248],[-2.13138513],[0.01632653],[0.048],[-4.72491248],[-1.74891248]
9764,[3.65127148],[-1.16593168],[-12.08425781],[3.62795284],[-1.28037594],[-1.13291267],[-1.26300758],[0.01632653],[0.048],[-2.62091267],[0.35508733]
9765,[-4.82025098],[-3.42502507],[-25.06368067],[-4.88875148],[-3.75936519],[-3.99948303],[-1.73611867],[0.01632653],[0.048],[-5.48748303],[-2.51148303]
9766,[-4.64283142],[-4.56833179],[-21.79952841],[-4.73419805],[-4.54367456],[-5.45857386],[-1.9510201],[0.01632653],[0.048],[-6.94657386],[-3.97057386]
9767,[4.97550069],[2.10382957],[26.15603466],[5.01757729],[2.6887297],[2.11157096],[2.08106985],[0.01632653],[0.048],[0.62357096],[3.59957096]
9768,[0.961094],[-4.22522821],[-29.94977205],[0.87658943],[-4.43448478],[-4.98145046],[-2.00193478],[0.01632653],[0.048],[-6.46945046],[-3.49345046]
9769,[4.97422199],[-4.01396858],[-1.39847671],[4.89394262],[-3.34886807],[-4.40923275],[-2.8518919],[0.01632653],[0.048],[-5.89723275],[-2.92123275]
9770,[0.56278128],[-4.32944973],[-29.64157087],[0.47619228],[-4.45080993],[-5.06818198],[-2.15757689],[0.01632653],[0.048],[-6.55618198],[-3.58018198]
9771,[-4.15194509],[-4.806555],[-25.57631149],[-4.24807619],[-4.75993019],[-5.74845537],[-2.03736792],[0.01632653],[0.048],[-7.23645537],[-4.26045537]
9772,[3.36605175],[-3.89531609],[20.10399846],[3.28814542],[-2.94930475],[-4.38347465],[-2.46012992],[0.01632653],[0.048],[-5.87147465],[-2.89547465]
9773,[-3.94576544],[-0.37507368],[29.67659331],[-3.95326692],[0.11333648],[-0.5036106],[0.00282486],[0.01632653],[0.048],[-1.9916106],[0.9843894]
9774,[-3.98884131],[-2.95388634],[20.09902842],[-4.04791904],[-2.39665392],[-3.38344545],[-1.69098257],[0.01632653],[0.048],[-4.87144545],[-1.89544545]
9775,[-3.60218081],[-0.94788309],[27.43457757],[-3.62113847],[-0.42973133],[-1.05608448],[-0.62977101],[0.01632653],[0.048],[-2.54408448],[0.43191552]
9776,[-0.10831521],[-1.49069951],[-23.85837614],[-0.1381292],[-1.89833068],[-1.55143991],[-1.31212274],[0.01632653],[0.048],[-3.03943991],[-0.06343991]
9777,[-3.70506903],[0.87629709],[-12.86788599],[-3.68754308],[0.48185867],[0.75749193],[1.22558427],[0.01632653],[0.048],[-0.73050807],[2.24549193]
9778,[3.08156134],[-0.39639721],[13.73073546],[3.0736334],[-0.11459347],[-0.41423799],[-0.34394533],[0.01632653],[0.048],[-1.90223799],[1.07376201]
9779,[3.41552674],[-4.3607512],[8.32014677],[3.32831172],[-3.52845065],[-4.97336983],[-2.55965243],[0.01632653],[0.048],[-6.46136983],[-3.48536983]
9780,[4.47343541],[-1.12369699],[15.250577],[4.45096148],[-0.58328424],[-1.00583404],[-1.47021405],[0.01632653],[0.048],[-2.49383404],[0.48216596]
9781,[-3.61809443],[1.57394745],[0.52745342],[-3.58661548],[1.41776597],[1.40889739],[2.05919464],[0.01632653],[0.048],[-0.07910261],[2.89689739]
9782,[-4.55394419],[-0.62904095],[24.43124305],[-4.56652501],[-0.29305391],[-0.81140346],[-0.09289518],[0.01632653],[0.048],[-2.29940346],[0.67659654]
9783,[-1.49615564],[-1.28856356],[-26.53875208],[-1.52192691],[-1.60083266],[-1.18009896],[-1.60744949],[0.01632653],[0.048],[-2.66809896],[0.30790104]
9784,[-3.3637542],[-4.11405055],[7.52913276],[-3.44603521],[-3.4569252],[-4.73727344],[-2.28177527],[0.01632653],[0.048],[-6.22527344],[-3.24927344]
9785,[-2.27382266],[-2.8901174],[20.10504658],[-2.33162501],[-2.06089304],[-3.05197001],[-2.41427072],[0.01632653],[0.048],[-4.53997001],[-1.56397001]
9786,[-2.03251011],[-0.48673572],[9.18348982],[-2.04224482],[-0.11906229],[-0.34634898],[-0.89947274],[0.01632653],[0.048],[-1.83434898],[1.14165102]
9787,[-3.97870561],[1.11620391],[-27.43492524],[-3.95638153],[0.36474341],[0.94576185],[1.61730358],[0.01632653],[0.048],[-0.54223815],[2.43376185]
9788,[4.37595739],[-3.06120239],[-26.42480019],[4.31473334],[-3.13435701],[-3.2276641],[-2.57180499],[0.01632653],[0.048],[-4.7156641],[-1.7396641]
9789,[-4.78521798],[-3.48078513],[21.18328119],[-4.85483368],[-2.84119649],[-4.06905725],[-1.75126507],[0.01632653],[0.048],[-5.55705725],[-2.58105725]
9790,[-1.22683881],[1.18659855],[-11.21568666],[-1.20310684],[1.08583534],[1.29436699],[0.86975933],[0.01632653],[0.048],[-0.19363301],[2.78236699]
9791,[2.16084863],[4.30558022],[-29.84088287],[2.24696023],[2.93660046],[3.52384587],[6.60387922],[0.01632653],[0.048],[2.03584587],[5.01184587]
9792,[1.83180718],[-2.74024777],[-16.33401513],[1.77700223],[-3.02139932],[-3.16436015],[-1.49335738],[0.01632653],[0.048],[-4.65236015],[-1.67636015]
9793,[0.53126179],[4.69060275],[-23.66537421],[0.62507385],[3.40393956],[3.84404679],[7.17947729],[0.01632653],[0.048],[2.35604679],[5.33204679]
9794,[1.30042705],[4.32408261],[-1.61609845],[1.3869087],[3.5142846],[3.51446895],[6.70434677],[0.01632653],[0.048],[2.02646895],[5.00246895]
9795,[-3.24958601],[1.86850767],[0.04728482],[-3.21221585],[1.73560463],[1.7276129],[2.28273829],[0.01632653],[0.048],[0.2396129],[3.2156129]
9796,[0.81716007],[-4.99155822],[-7.39882364],[0.71732891],[-4.48977249],[-5.97612729],[-2.09692516],[0.01632653],[0.048],[-7.46412729],[-4.48812729]
9797,[-2.91394125],[2.29752496],[27.87042717],[-2.86799075],[2.74913207],[2.15117875],[2.72778284],[0.01632653],[0.048],[0.66317875],[3.63917875]
9798,[-1.66038535],[-0.9925692],[8.63065299],[-1.68023674],[-0.59450155],[-0.86102252],[-1.37931646],[0.01632653],[0.048],[-2.34902252],[0.62697748]
